Text,Type
เบียร์ช้างงี้ ปกติ56บาทปะ ขายในร้านเหล้า 80-90-100งี้ เจอราคาใหม่ไป120อิสัด แล้วในร้านเหล้าจะอัพเป็นเท่าไหร่คิสดูวววว,Neg
ไม่ชอบคอนซิลเมเบลลีนเลย,Neg
ว้าวววว,Pos
เชรดดดด คอลีโออย่างกุต้องได้กิน,Pos
สภาพอิชั้นเมื่อได้คิวขึ้นแท็กซี่เป็นคิวที่ 372 ... ในขณะที่ตอนนี้ยอดคิวที่เรียกคือ 267 !!,Neg
เราหน้ามันค่ะ ถ้าใช้ biotherm คงรำคาญอะ 😂,Neg
ฮอนด้าที่คนไม่นิยมเอาไปทำ taxi เพราะเครื่อง เกียร์ บำรุงแพงครับ เอาไปทำก็ไม่คุ้ม โตโยต้า อะไหล่ถูก มีอู่ทางเลือกมากมาย,Neg
ลงแล้วครับ เราจะไม่หยุด,Pos
ชอบกระบะนิสสันเพราะช่วงล่างแน่น ตอนนี้มีโปรแรง น่าสนใจมาก,Pos
จัดดดดดด,Pos
ต้องใส่ผ้าอนามัยยาวถึงหลังเลยมั้ยถึงจะไม่เปื้อนที่นอน ขก.ซัก!,Neg
กาก หว่ะ บักลิง,Neg
เกลียดฟอร์จูนเนอร์นั่งทีไรปวดหัวจะอ้วกทุกที! 🤮🤢,Neg
ถ้าไม่ซื้อผ้าอนามัยก็ตังค์เหลืออะ5555 เบื่อเมนส์,Neg
เสียใจนะหมีหมดแล้วมีแต่สเมอร์นอฟ ตอนแรกงี้ปฏิเสธเชียว แต่ตอนนี้กินทุกอาทิตย์อะคนเรา,Neg
น่าสมเพช,Neg
คิวแน่นเอียด คราวหลังต้องล็อคคิวไว้ให้กะเพาะหน่อยล่ะ 🤣,Neg
ได้ๆถ้ารอพี่ถูกหวยสิ้นเดือนนี้พี่จัดให้,Pos
เคยทำงานเบียร์ช้างยอดตกรวมกันเกือบแสนล้าน,Neg
อห เมืาอวานทิ้งเฉดดิ้งnyxไปสองอัน อห ใช้ไม่หมดด้วย อห เเงงงงงงงง,Neg
อร่อยมาก ควรมีตลอด,Pos
กินฟูลมูนทีไร เจ็บคอทุกที เหมือนลิ้นไก่จะบวม อาการเดียวกับตอนเป็นคอแดงเลย แต่ตอนกินเบียร์ไม่เป็นอ่ะ ใครเคยเป็นแบบนี้บ้าง นี่แค่ขวดเดียวนะ,Neg
กู ยังเห็น มืงดูด อยู่ เลย ตอแหล จริมๆ,Neg
วอดก้าที่คุณองกิน ซื้อมาลองละ แพงจัง กระป๋องละ3พันห้าร้อยวอนแหน่ะ รสชาติคือๆกับพวกสเมอร์นอฟแหละ,Neg
ยาริสน่าใช้กว่าสวยกว่าทั้งนอกใน note ดูเเรกๆสวยพอดูนานๆเชยนะดูไม่ทันสมัย ยิ่งเรื่องมาตรฐานของรถยาริสก็ใว้ใจใด้มากกว่าเเน่นอน,Neg
เครื่องอัลติส ไม่น่าจะหวังมากกว่านี้ได้,Neg
"- เรือดำน้ำ 2,600 ตัน - รถถัง 52ตัน × 14คัน = 728 ตัน - ข้าวเหนียวมะม่วงเหลือทิ้ง 4.5ตัน #หนักแผ่นดิน",Neg
ทำไมเราเช้าสบายตายตอนเที่ยง,Neg
คน อารมเซ็ง วันไหนดีคาฟ,Neg
เวลาหยิบก็คิดถึงว่าพอร์ชก็มีเหมือนกันนะ :) #เกรทพอร์ช แฮปปี้วาเลนไทน์,Pos
พี่กอนช่วยสไลด์หมูชิ้นให้หนาหน่อยเพราะเวลาปิ้งติดกะทะเป็นเศษๆ,Neg
สวยมากกกกก ราคาไม่แรงอย่างที่คิดนะจ๊ะ แต่เพิ่มอีกนิดได้ honda city 1.6 ตัวเริ่มต้น,Pos
😍😍😚,Pos
ในโลกนี้ยังมีคนกล้าเลือกคนที่ -เลื่อนเลือกตั้ง -โกงเลือกตั้ง -โกงที่ดิน -ทำให้พรรคพวกร่ำรวย -ผูกขาดบางกลุ่ม -หนี้สินประเทศเพิ่มมากขึ้น -ใช้จ่ายฟุ่มเฟือย -เอาเงินภาษีประชาชนมาแจก -ขึ้นภาษีเก่ง -โชว์ความขายขี้หน้าที่ตปท -เศรษฐกิจถดถอย -ยุทธศาสตร์ชาติถอยหลังลง #เลือกตั้ง62,Neg
สวยใจดี เเละน่ารักมากครับ #ToyotaBuzz #MOTORSHOWยกมาที่นี่,Pos
เมนูที่สั่งบ่อยๆคือ ปลาหมึกผัดเผ็ดกับหมูสามชั้น แล้วก็ไข่ตุ๋น ไข่ตุ๋นคือดี ร้อนๆกินตอนหนาวๆคือฟิน เมื่อก่อนชอบเรียกว่าร้านหมึกดุ เพราะพนักงานดุมาก แต่รอบล่าสุดไป ไม่ดุแล้ว55555 มาฮงแดก็คือต้องกินร้านนี้,Pos
มันเมา ขวดลีโอเสียบอยู่หน้ารถ เห็นกันไม๊ ? เบียร์วุ้นด้วย 555 ก็ถึงบอกไง หนีตามหน้าที่ 555 ถ้าโดนกระบองตี คริปนี้ไม่มีให้ดูแน่นอน,Neg
ถ้ากุอัพไอจีว่าปั่นจักรยานไป7-11ซื้อสเมอร์นอฟไปกินที่สระแก้ว เพื่อนๆในคณะจะผิดหวังมั้ย โอ้ย ชีวิตแม่งยาก รึกุต้องมีอีกig เป็นหลุม แม่ง ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,Neg
ให้บ้านช่วยลดความตึงเครียด และความอ่อนล้าตลอดวัน กลับบ้านมาพ่อบ้านแนะนำให้ลอง หา essential oil กลิ่นส้ม ใส่เครื่อง diffuser ( มีหลากหลายแบรนด์ ) กลิ่นส้มจะช่วยผ่อนคลาย ให้คุณรู้สึกหายเหนื่อย วันนี้พ่อบ้านใช้ essential oil ของ muji กลิ่น sweet orange 3 หยด ผสมกับน้ำหอมของ balmain กลิ่น vent vert ฉีดลงไปในน้ำ 5 ครั้ง ให้ความรู้สึกถึงธรรมชาติ เหมือนเราถูกแวดล้อมไปด้วยพืชพรรณสีเขียว อยู่นอกบ้านล้วนมีแต่ปัจจัยที่เราควบคุมไม่ได้ ลองทำให้บ้านของเราเป็นที่ที่น่าอยู่ และรู้สึกสบายใจกันครับ #พ่อบ้านรีวิว,Pos
เมย์ เราว่าถึงเมย์ม้วนเข้าดียังไง ตอนดึงออก มันอาจมีกาวที่ทำเมย์เจ็บได้นะ เราว่าลอรีเอะซุปเปอร์สลิม 1 มล.แน่ๆที่เมย์ลองใช้เพื่อการนี้,Neg
เดี๋ยวนี้ไม่กินช้างเพราะว่ามันไม่ฮิตมีกระแสเสือดำเราต้องกินเสือ,Neg
แหม่ แซะว่าขับยาริส เปนกุให้เลือกยาริสกะรถเม้งกวง 3 กูก็เลือกยาริส ขับทำห่าไรรถกระจอก มีปัญหาไม่ซ้ำ,Neg
อีเว่น คอมเพล็กชั่น (หลอดสีขาว) : เนื้อครีมสีเนื้อ ช่วยปรับสีผิวให้ดูสม่ำเสมอ แถมเป็นเมคอัพเบสโชว์ผิวสวย หน้าไม่ลอยนะคะ,Pos
มึงแดกช้างไทย มึงแดกเบียร์อื่นได้หมดอ่ะค่ะ,Neg
หือออ..อยากลอง น่ากินอ่ะ,Pos
อูย,Pos
วันนั้นเสือกไม่ลดเน้อ 555,Neg
Shisedo แบบที่ขายทั่วไปจะไม่แพงมากอ่ะ ถ้าเคาว์เตอร์ก็จะแพงนอกนั้นไม่แน่ใจมี่เคยได้ยินคือ ipsa /พี่สายฝรั่ง,Neg
อยากกินอ่า,Pos
อยากกินอ่า😳😋❄️☃️,Pos
ซื้อลิป Innisfree มา 2 แท่ง ผิดหวังทั้งสองแท่งเลยค่ะ อ่ะ จบกับแบรนด์นี้เรื่องลิป เค😂,Neg
จริงๆตั้งใจจะไปซื้อ nyx รถเสือกยางรั่วก่อน,Neg
ลิปสติก 4สีที่ชอบ ส้มอิฐ ชมพูนู๊ด น้ำตาลแดง ส้มพีช ค่า #4u2 #4u2cosmetics #4u2thailand,Pos
ปกติมารค์จะไม่ค่อยแพ้ค่ะ แต่garnier ใช้แล้วเป็นเม็ดตุ่มขึ้รน่าจะเเพ้นำ้หอม ตัวmask vit c ของ melano cc ดีมั้ยคะ ใช้ได้ทุกวันมั้ยคะ หรือต้องพักบ้าง,Neg
ส่วนถ้าใครซื้ออะไรก้ได้ที่ทวิตขายไป หนูแถมลิป stila อันนี้ให้ไปเลย เสียใจมาก ไม่เคยทาเลย ซื้อมาตั้ง 830 บาท เปนของแ…,Neg
ตอบอินบ๊อกหน่อยนะคะ จะได้รู้ว่าควรทำไงต่อ,Neg
สเมอนอฟ เหล้าเหี้ย,Neg
พากุไปมั้ง,Pos
ไปเลยม่ะ อิอิ,Pos
หลังสอบ 👍🏽,Pos
เบียร์สิงห์ขวดเล็กขวดเดียวสามารถทำให้กูนอนทั้งวันได้,Neg
ห้ามเบี้ยว,Pos
บางสาขาให้ไอติมนิดเดียว งอล,Neg
เรื่องกินขอให้บอก 😂,Pos
กำลังจะซื้อมาสด้า 3 ตัวท็อป เห็นข่าวนี้เปลี่ยนเป็นนิสสัน มาร์ช ทันที,Neg
ใช้ดีมากเว่อ anessa สีทอง,Pos
แต่เขาไม่ได้รีวิวเรื่อง ประสิทธิภาพน่ะสิ // แต่เราใช้ Anessa ไม่ไหวอ่ะ ใช้แล้วหน้ามัน และกร้านแอลกอฮอร์มาก ล้างยากสิวบุกอีก T^T,Neg
เมื่อคืนแดกเรดไปสองขวดเมาเหมือนหมาเลยอีเหี้ย,Neg
เข้าคสามรู้สึกเลยเหมือนนี่ที่แพ้กานิเย่​ และอื่นๆอีกมากมาย แต่ก็อยากลอง 5555,Neg
พวกมึงยัดกูจะยัดบ้าง ดูแลบ้านเมืองประสาอะไรโจรเต็มบ้าน เทเคมีพาสเจอร์ไล บมเบียร์ช้าง กันจนประชาชนฅนการเมืองเดือดร้อนกันจ้าระหวั่น ที่พระนครศรีอยุธยา น่าด้านผาลโกงกินจนฅนดีอย่าง ยิ่งลักษณ์ ชินวัตร และ ทักษิณ ชินวัตร ผลัดจากบ้านเมืองไป ไกลถึงต่างแดน โน้น บริษัท เบียร์ช้าง โน้น วางแผนเทสารเคมีพาสเจอร์ไล เพื่อหสังยึดทรัพย์ขับไสให้ตกูลชินสิ้นเนื้อประดาตัว จนต้องกลับมารับทุกข์ที่ สิริวัฒนภักดี เจ้าของเบียร์ช้าง 4 สาขา ทั่วทั้งเมืองไทย วางแผนไว้นานนับสิบปี หับการเทสารเคมีนํ้าเสียจากตะกอนเคมีพาสเจอร์ไลนํ้าเบียร์ช้างให้คงทนต่อเวลา และบําบัดเป็นนํ้าดีที่ปล่อยลงห้วยหนองคลองบึงไม่ได้จึงใช้วิธีนี้ คล้ายทฤษดี ของพระบาทสมเด็จพระเจ้าอยู่หัว แซนวิช แต่ำระบาทสมเด็จพระเจ้าอยู่หัว ทรงทําเพื้อประชาชนฅนในชาติจึงมิได้ผสมสารอันตรายแต่อย่างใด ส่วนเบียร์ช้างหวังบังคับรับเงินจากคนรํ่ารวย จึงสั่งสารขั้นต้นมาประกอบลักลอบทํา จริงมะไอ้หนุ่ม สถาปนะ สิริวัฒนภักดี กับพวกผ่อง ไอ้ตกูล รายเดือนในแผนชั่ว รายเดือนแต่จ่ายแค่ 26 วันตัดออก 4-5 วัน รายเดือนประสาตกูลชั่วมึงเหรอ อย่าออกมา,Neg
วันเกิดพาไปหน่อย,Pos
เพื่อนพร้อมใจก้อพร้อมดิ 55,Pos
ทำอย่างกับบุหรี่ไฟฟ้าเป็นยาบ้ามากันทั้งคณะหมอลำเลย,Neg
ชีวาสนี้เมา,Neg
เห็นด้วยเหรอค่ะ อุ้ยเขินเลย😁😁,Pos
สามนัดต่อไปเป็นช่วงโปรแกรมนรกแตกสัสอ่ะ เสียวโดนเละเหลือเกิน เอาว่ะมาถึงขั้นนี้สู้กันสักตั้งให้รู้แล้วรู้รอดไป #เด็กสิงห์,Neg
อร่อยค่ะ ชอบๆๆๆ,Pos
สู้ๆ ครับ,Pos
ของจริงกับในรูปนี่ต่างกันมากค่ะ ยืนยัน!!,Neg
ซึ่งกูออกมาซื้อสิงห์กินเพราะคนแม่งเยอะสัสๆ,Neg
พอกันทีสัญญาณเน็ตเเย่ที่สุด เเย่เเบบไม่เคยมีการพัฒนา เเย่เเล้วเเย่อีกไหนบอกไม่หยุดพัฒนา ไม่เคยพัฒนาเลยต่างหาก! รอครบสัญญา12 เดือนที่ซื้อเครื่อง ปิดเบอร์ย้ายหนีเเน่นอน!,Neg
เค้กน่าลอง,Pos
ความรู้สึกเราแม่งยังติดอยู่ที่เธออะ แล้วจะให้ไปรู้สึกกับใครใหม่ได้วะ,Neg
แดกทุกอย่างไม่เมา เสือกเมาสปาย5555,Neg
ถ้าเป็นไฮเนเก้นก็ฟินไปแล้วนะครับ,Pos
"ไม่ไปกินอีกแระ,,สาขาโลตัสอุบล บริการไม่ดีเลย จ่ายตังค์นะ ไม่ได้ขอกินฟรี...เด้อ",Neg
ปะวันไหน,Pos
แอดนี่ตาลายไปหมดเลย นู่นก็ใช่นี่ก็ใช่ แต่เอ๊ะ กลับมามองอีกทีไม่เจอซะแล้ว TT,Pos
"ไม่ดี มันแพง รู้สึกติดหนี้บุญคุณ กะคนที่กูตั้งใจคุยด้วย ชวนคุยแทบตาย เค้าตอบว่าแค่ว่า""ตามใจ"" ....ฮือ กินสปายเมาหัวทิ่มคืนก่อนวาเลนไทน์เลยจ่ะ เจ็บจริงๆ จากใจ",Neg
เผยโฉม #LamborghiniHuracan Performante Spyder มาพร้อมหลังคา Soft Touch เปิดได้ใน 17 วินาที #Thaicarlover #รถใหม่ #Lamborghini,Pos
ปกติพ่อจะเอาดีแมกไป แต่วันนี้แย่งรถแจ๊สแม่ไป ไม่ได้ขับนานลืมแล้วว่าขับยังไง จริงๆไม่เมาขนาดนั้น เพราะตอนเช้าเรียกกูไปถามอยู่ว่าทำไมใส่เกียร์ไม่ได้ 555 พ่อไม่เหยียบเบรก,Neg
ไปจัดคะ,Pos
เพิ่งออก JAZZ มาเมื่อ 2 /2/61 ค่ะ ขอแนะนำ คุณปุ๋ย Honda อุดมสุขค่ะ โทร 066-6666666 ประทับใจตั้งแต่วันที่เข้าไปดูรถเลย,Pos
บุฟเฟ่ ปิ้งย่าง บาบีก้อนนน,Pos
รายปีถูกแน่นอน รีโว่ยังต้องจ่ายแพงกว่า,Neg
หน้าห้างเซ็นทรัลเวิลด์​ คนออกมารอรถเมล์​บนถนนแล้ว​ รถตุ๊กๆ​ รถแท็กซี่​ จอดขวางไป2เลน,Neg
ตัวหนังสือเอียงสงสัยหิว,Pos
ขึ้นชื่อว่ารถกระบะ ต้องนิสสันเลย ทนทานต่อการใช้งานหนัก,Pos
แทะไม่ได้555555,Neg
มันเกี่ยวกับภาษีที่จะหดหายล้วนๆ,Neg
เอาใจช่วยนะครับพี่,Pos
Ford Everest ถอยมาได้2เดือน ขับด้วยความเร็ว120กม/ชม อยู่ดีๆก็มีอาการวืด กลางถนน เหยียบไม่ไป พอเข้าเชคศูนย์ สาเหตุคือ ท่ออินเตอร์ แตก อยากทราบว่า แบบนี้ทางฟอร์ด จะออกมารับผิดชอบอย่างไร ยังเป็นรถใหม่ป้ายแดง รู้สึกไม่ปลอดภัย จะเดินทางไปไหน จะแน่ใจได้ยังไงว่าจะไม่เกิดอะไรขึ้นอีก,Neg
ถูกกว่าพิซซ่า555,Pos
หิว อีกนิดจะขับไปซื้อแมคแล้ว ไม่ไหวแล้วโว้ย,Neg
วันนี้เลยมะ หมายถึงตอนเน้,Pos
เพื่อนชวนกินลีโอ ไม่ได้โออิชิผสมนี่ตายไปละ พูดจิง ไม่อร่อยเลยง่ะ รสไม่นุ่ม กลิ่นก็ไม่หอม,Neg
ป่ะ 😍,Pos
อีกอันที่hard saleโดยดาราจนรู้สึกไม่เชื่อในคุณภาพคือdr. jill มันดูไม่น่าซื้ออ่ะ พอไปขายทุกรายการทีวีขนาดนี้,Neg
อร่อยคะ ไปลองมาแล้วอยากซื้อกลับบ้านได้ไหมคะ,Pos
นครศรีธรรมราชไม่มีแล้วเสียดายจัง,Neg
พี่กินแต่คริสตัลเลย ไม่ชอบสิงห์ เหมือนกินน้ำมะพร้าว,Neg
ไม่น่าแดกสเมอนอฟเลย ปวดท้องอีกจนได้,Neg
"แสงโสม"" ทำให้คนกลายเป็นผี แสงสี"" ทำให้ผีกลายเป็นคน #แคปชั่นเด็ดแคปให้ด้วย #เสี่ยวสัสกากมะพร้าวราวตากผ้า #",Neg
ที่แย่สุดของการไปกินข้าวคนเดียวคือไรรู้ปะ คือการไม่มีคนเฝ้าของที่โต๊ะให้เว้ย อย่างฮอทพอทเงี้ยมันต้องลุกไปตักเองเรื่อยๆ แล้วของที่โต๊ะทำไงล่ะคะ ฮือ บางทีก็อยากชวนโต๊ะตรงข้ามที่มาคนเดียวเหมือนกันมานั่งซะด้วยกัน ประหยัดที่ให้ร้านด้วย ช่วยกันเฝ้าของด้วย,Neg
อิออิ,Pos
จะชวนพ่อไปกินเอ็มเค และให้พ่เจ่าย ฮือออ ทำไมกูเลวววว,Neg
แดกเป็นแต่หงส์ 285 ของแพงมันเปลือง 555+,Neg
ชุ้นไม่อยากกลั้นใจซื้อในเว็บอินนิสฟรี มันแพงปัยยย แต่ถ้าหาไม่ได้จริงๆก็คงต้องกัดฟันซื้อ 😭,Neg
nissan navara รถกระบะ เท่ห์ ทนๆ ที่สุดของรถกระบะแล้ว,Pos
เอาอีกแล้วววว เค้า เรียก โกส โปรดิ้วเซอร์เว้ยยยยยยย บางคนเค้า ไม่ได้อยากได้เครดิต ขนาดนั้น ทำให้รับเงิน จบ1Job วินๆ แม่งเกาะกระแส สัด ประหยัดแรง #ทีมUR,Neg
ก้อนน่ารัก ขอจับก้อนไปถ่วงน้ำแบบช่วงกิจกรรมสมัยก่อนได้มะ👌😜,Pos
อยากกิน😂😂,Pos
อย่กเสริม ข้าวก็ไม่ร้อนเวลาเสิร์ฟ. เป็นทุกครั้งที่สั่งค่ะ,Neg
เรียน ผอ โรงพยาบาลกรุงเทพอุดร ถึงเรื่อง มารยาทพนักงานฝ่ายต่างประเทศในการพูดคุยกับลูกค้าให้ดีหน่อย ลูกค้าไมใช่ตาสีตาสาจะพูดคุยอ่ะไรให้มีนํ้าเสียทีดีหน่อยคับ ไมงั้นจะเขียนถึงสำนักงานใหญ่ทีกรุงเทพ ถึง นพ ปราเสริฐ ปราสาททอง,Neg
ไม่กิง ใส่เกงไม่ด้ายยยย!!!,Neg
ใหน บอกisuzu ช่วงล่างกริบวะไม่เห็นเกราะถนนเลยผมไปลองมาแล้วจะออกอาการโยนมากกว่าเวลาเข้าโค้ง,Neg
แพงมากค่าถ่ายนำ้มันเครื่องที่ศูนย์มาสด้าแพงเพราะไรแอดมิน?,Neg
ใช้มึงปราบม้ากับไอให้หมดก่อนเถอะยังใงก็มีแต่กูพูดไม่ได้กูกลัวตายกูหว่งลูกหลานกู,Neg
ดีเลย กูจะได้เลิกดื่มเครื่องดิ่มตระกูล สิงห์,Neg
กินกันไหมวันพน,Pos
อ๋อย! แย่จุง!!,Neg
มันก็เอาเราติดคุก1คืน วันรุ่งขึ้นส่งฟ้องศาลเสียค่าปรับครับ,Neg
ค้ะ,Pos
ชอบอ่ะ,Pos
ขอบาย หมดพิซซ่าไป เกือบ500 😢😢😢😢,Neg
ตอกไข่คุ้มครับ,Pos
#thefaceshop งี้แค่พรีเซ็นเตอร์ก็ได้เงินคนไทยไปแล้วครึ่งปท.เผลอๆเกิน ไม่ได้จะว่า ไม่ได้เสียดสี เพราะตังกูก็พร้อมบิน…,Neg
แม่งบรรยายซะกูคอแห้งเลย 5555,Neg
100 ชนแหลก ต่อให้อ้วกแตก...ก็ไม่หยุดแดก ไม่หยุดชน,Pos
ไม่รุ้อ่ะ น่าจะ 3 กว่าๆมั้ง,Pos
เมนไหลลงตูดอีกแล้ว ยาวไปถึงกระดูกไขสันหลังเลยดีมั้ยผ้าอนามัย รำคาญ,Neg
ยูเซอรีนโอเมก้าดีมาก,Pos
อ้ะ ได้แค่กลางวัน งั้นเสาร์ละกันนะ,Pos
บทเรียนวันนี้คือเหล้าผสมสปายเป็นอะไรที่ไม่อร่อยที่สุดในโลก #iHeartAwards #BestBoyBand #BTS เมนส์มาตอนมาเที่ยวว่าเซ็งแล้ว เอาผ้าอนามัยแบบเย็นมาใส่ตอนอากาศ4องศาคือสุด,Neg
ใช่เข้าแอฟก้ยาก ไม่มีเมนูอะไรด้วย งงมากมีแต่โปรโมชั่น,Neg
สนใจ นิสสัน นาวาร่า 2018my vl ศูนย์ไหนมีรถมั่งครับกรุงเทพ/ปริมณฑล,Pos
บ้านพีชชี่มีแต่คลิปน่ารักๆ ของน้องชานเต็มไปหมดเลยอะะะ คลิปนี้แสนน่ารักเลย มือเล็กกว่าหน้าอีก อั้ยน้อนนนนน,Pos
แอดแนะนำ NIVEA เลยจ้าา สูตร Pearl White Super Mousse Foam เริ่ดมากกก (y),Pos
โอเรนทอลกูเคยใช้สูตรใหม่ที่มัน 800+ บอกเรย,Neg
ยากๆๆๆกินๆๆๆๆ,Pos
อยากให้นักข่าวทำความเข้าใจเนื้อหาข่าวก่อนเผยแพร่ เพราะคุณคือผู้สื่อข่าว ถึงแม้ไม่มีกฏหมายเขาก็แต่งงานกันโครมโครมแล้ว ตอนนี้ด้านสังคมมีการยอมรับมากขึ้น แต่สิ่งขาดไปคือการยอมรับ ของภาครัฐ และกฎหมายของประเทศต่อการมีอยู่ จริง ของการอยู่ร่วมกันระหว่างเพศเดียวกัน,Neg
ไม่ อารมณ์ไม่ดี เหมือนหน้าตา,Neg
อาชญากรรมทางการแพทย์.. หลอกลวงคนไข้ผ่าตัด ตัดหมอนรองข้อเข่าอำพราง รพ.กรุงเทพภูเก็ตปลอมเวชระเบียน ตอนที่๓,Neg
จ. ชุมพร,Pos
บาคาดี้สองขวดคนเดียว มึนมาก ไม่ไหวละ ง่วงสัสๆม,Neg
เปลี่ยนใจจากยาริสแล้ว,Neg
App ห่วยแตก ไปหาทำการตลาดอย่างอื่นเหอะ,Neg
แถวบ้านผมร้านโชว์ห่วยมีอยู่10กว่าร้านแต่มีขายอยู่ร้านเด่วแล้วเค้าก็บอกว่ามีผมซื้ออยู่คนเดียวด้วย555 ร้านโชว์ห่วยมีขายแต่ขวดใหญ่ ส่วนเซเว่นขายแค่กระป๋องกับขวดเล็ก ไม่มีขวดใหญ่....ผมกินจนกินลีโอรสชาติแปลกไปล่ะ😅,Neg
ทำไหมค่าเน้ตมันแรงขึ้นครับ. ทุกครั้งผมจะสมัคร เน้ต6mbตลอดราคาจะไม่เกิน600บาท เดียวนี้ต้องเติมถึง800เลย. มันกระโดดไปเยอะเกินรึป่าวครับนี้. ถ้าค่ายอื่นถูกผมคงต้องย้ายแน่ครับ ผมใช่แบบรายเติม. เห็นแบนี้แม้งเซงชิบ,Neg
โอเคค่ะ ขอบคุณนะคะ,Pos
เห้อยาริสป้ายแดงคงขายไม่ออกละซิ (ก็มันโดนน้ำไม่ได้นิ),Neg
L'Oréal Paris ชอบเหมือนกัน,Pos
มาก นี้เพิ่งคุยกันพอเรียกกูเจ๊กูสั่งเบียร์สิงห์มาแดกเลยไอ้เหี้ย ย้อมใจ กุเสียใจ,Neg
#โจรเหี้ย...ม ชายอ้วนดำทำทีมาถามหาลูกชายป้าว่าอยู่มั้ยป้าบอกว่าไม่อยู่เลยขับรถกลับ มาอีกครั้งมาถามหาเบียร์ว่ามีกี่ขวดราคาเท่าไรป้าบอกถ้ายกลังให้ไปร้านเจี๊ยบมินิมารท์ คนร้ายบอกว่ากลับไปเอาเงินก่อน ใช้เวลาไม่ถึง10นาทีคนร้ายมาอีกรอบทีนี้พาเพื่อนมาด้วยลักษณะผอมขาวเข้าทางด้านข้างร้านค้าขณะป้ากำลังอยู่หลังร้าน ได้ยินเสียงขวดกระทบกันจึงรีบเดินออกมาดูพบคนร้าย2คนกำลังลักเบียร์ลีโอไปหมดตู้จำนวน9ขวด คนร้ายทั้งสองกระโดดข้ามโต๊ะรีบวิ่งขึ้นรถ จยย ที่จอดไว้หน้าร้าน ป้าจึงตะโกนออกไปว่าทำไมทำกับป้าแบบนี้คนร้ายทั้งสองได้หันหน้ามาเยาะเย้ยและหัวเราะด้วยความซะใจแล้วรีบขับรถหลบหนีไปทางแยกป่างิ้ว หลังจากสอบถาม คุณป้าให้การทั้งน้ำตาต่อเจ้าหน้าที่ตำรวจว่า #เมื่อวันเสาร์ที่ผ่านมาก็โดนคนร้ายเข้ามาลักบุหรี่จนหมดหีบ #และวันอาทิตย์เข้ามาลักโทรศัพท์มือถือ #จนมาวันนี้วันจันทร์โดนลักเบียรไปหมดตู้ ชุดสืบสวน สภ.เมืองอ่างทองเร่งติดตามตัวคนร้ายมาดำเนินคดีเหตุเกิดตรงข้ามร้านจับดูดก่อนถึงแยกป่างิ้ว,Neg
ค่อยกินวันหลัง,Pos
เสียดายลิปมาก YSL เลยนะ,Neg
อย่าหาว่าผมหมิ่นยี่ห้อเลยนะ ยาริสไช่มั้ยที่ว่ามา คือ ยี่ห้ออื่นไม่เคยได้ยินอะไรแบบนี้,Neg
กัดฟันสั่งร้านพรีเพราะสั่งเองค่าส่งแพงเหลือเกิน ตอบดีเอ็มเค้าด้วยนะแม่ค้า ฮื้ออออ😢,Neg
แถวโชว์ดีซีแม่วไม่มีรถเมล์ไหนที่พากูไปถึงบ้านเลยเหรอวะ เบื่ออออออออ เบื่อชิบหาย,Neg
กันแดดราคาน่ารัก BIODERMA ครับ ถ้า hi end ก็ Sisley Paris ครับ,Pos
สิงห์กินเท่าไหร่ก็ไม่เมา,Neg
เห็นบอกว่านั่งวีออสขาวแรงมาก ชอบ! ปกติใครขึ้นรถคันนี้ นั่งเกร็งเยี่ยวเหนียวทุกคน55555+,Pos
สวย ดูลงตัวที่สุดเท่าที่เคยเห็นนิสสันทำรถระดับนี้มา,Pos
ทำไมก้อนไม่จริงใจ ก้อนไม่มีพยาธิแต่ก้อนมีฝีหนอง ทำไมไม่บอกให้หมด,Neg
แค่ร้องประกอบโฆษณาผ้าอนามัย พากันดราม่าสามวันเจ็ดวัน🤣🤣🤣🤣,Neg
ถามว่าพร้อมสาดไหมบอกได้เลยว่าพร้อมค่ะปีนี้น้ำไม่หมดเราไม่หยุดสาดลีโอขายไม่หมดเราไม่หยุดกินจัดไปชุดใหญ่ไปเลยในใจมีเสียงดังเบาๆๆว่าลีโอลีโอไม่หมดเราไม่เลิก#LEOร่วมพลคนมันส์สาด #LEOร่วมกันมันส์กว่า,Neg
เชฟโรเลต น่าจะโอกว่านะครับ 555,Pos
ยังไม่เคยใช้มาสด้าเจ้าเดียวถ้าบรรทุกทุกวันนี้ผมให้นาวารา4ตันเพลาเดิมวิ่งยาวๆสบายแต่หากระทะยากขอบ14ก็ใส่ไม่ได้รูน็อตก็ไม่เท่าชาวบ้านเขาเคยใช้วีโก้ถ้า4ตันต้องเพลาลอยไม่งั้นมีล้อหลังแซงล้อหน้าครับนาวาราเครื่องแรงกว่าชาวบ้านเขาถ้าบรรทุกหนักๆแต่ก็บริโภคกว่าเขาเหมือนกันดีแม็กเลิกใช้ตั้งแต่ตัวคอมตัวแรกปี2005แล้วคัทซีไม่ดีหนักมากมีหักครับ,Neg
วันนั้นกูป๋องดำ ภาพกูตัดนะ,Neg
ว่าจะไม่กินอะไรแบบนี้แล้วนะ 😂,Neg
ต้องไปเช่าชุดอีกกกกก แพงกว่า 555,Neg
ยะลา,Pos
